OBJECTID_1,OBJECTID,CustomerID,Count_,Country,State,City,Zip_Code,Lat_Long,Lat_Long_X,Lat_Long_Y,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason,NEAR_FID,NEAR_DIST,BUFF_DIST,No_in_mile,Shape_Length,Shape_Area
2197,2197,4376-KFVRS,1,United States,California,Barstow,92311,"34.965648, -117.001509",-117.001508999999999,34.965648000000002,34.965648000000002,-117.001508999999999,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.049999999999997,8468.200000000000728,No,0,39,4842,,1417,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2198,2198,5886-VLQVU,1,United States,California,Grand Terrace,92313,"34.029175, -117.307211",-117.307210999999995,34.029175000000002,34.029175000000002,-117.307210999999995,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.849999999999994,3161.199999999999818,No,0,78,4945,,559,10355.646821867405379,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2199,2199,3577-AMVUX,1,United States,California,Big Bear City,92314,"34.278967, -116.773825",-116.773825000000002,34.278967000000002,34.278967000000002,-116.773825000000002,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.049999999999997,55.049999999999997,No,0,32,2962,,982,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
2200,2200,0771-WLCLA,1,United States,California,Big Bear Lake,92315,"34.242058, -116.89802",-116.898020000000002,34.242058000000000,34.242058000000000,-116.898020000000002,Female,No,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.950000000000003,1882.549999999999955,No,0,70,2683,,560,16930.158814995327702,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2201,2201,5628-RKIFK,1,United States,California,Bloomington,92316,"34.059722, -117.39104",-117.391040000000004,34.059722000000001,34.059722000000001,-117.391040000000004,Female,Yes,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.549999999999997,5070.399999999999636,No,0,22,5348,,983,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
2202,2202,0206-TBWLC,1,United States,California,Calimesa,92320,"33.982787, -117.057627",-117.057626999999997,33.982787000000002,33.982787000000002,-117.057626999999997,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.650000000000006,6049.500000000000000,No,0,67,4488,,984,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2203,2203,2937-FTHUR,1,United States,California,Cedar Glen,92321,"34.255203, -117.175654",-117.175653999999994,34.255203000000002,34.255203000000002,-117.175653999999994,Female,No,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.799999999999997,1166.700000000000045,No,0,37,2466,,558,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2204,2204,1910-FMXJM,1,United States,California,Colton,92324,"34.030915, -117.273201",-117.273201000000000,34.030915000000000,34.030915000000000,-117.273201000000000,Female,No,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.400000000000006,2937.650000000000091,No,0,35,5544,,559,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2205,2205,0732-OCQOC,1,United States,California,Death Valley,92328,"36.27688, -117.033326",-117.033326000000002,36.276879999999998,36.276879999999998,-117.033326000000002,Female,No,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.050000000000001,1270.250000000000000,No,0,42,5674,,193,218974.789726892573526,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2206,2206,5168-MSWXT,1,United States,California,Essex,92332,"34.9436, -115.287901",-115.287901000000005,34.943600000000004,34.943600000000004,-115.287901000000005,Male,No,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.750000000000000,759.549999999999955,No,0,44,5505,,553,175184.041034759429749,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2207,2207,1090-ESELR,1,United States,California,Fawnskin,92333,"34.274846, -116.937581",-116.937580999999994,34.274845999999997,34.274845999999997,-116.937580999999994,Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.500000000000000,7611.550000000000182,No,0,25,5534,,560,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2208,2208,8592-PLTMQ,1,United States,California,Fontana,92335,"34.087558, -117.464096",-117.464095999999998,34.087558000000001,34.087558000000001,-117.464095999999998,Female,No,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.699999999999999,1642.750000000000000,No,0,32,5655,,561,13962.582564060267032,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2209,2209,5760-WRAHC,1,United States,California,Fontana,92336,"34.136367, -117.460803",-117.460802999999999,34.136367000000000,34.136367000000000,-117.460802999999999,Female,Yes,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.750000000000000,1545.400000000000091,No,0,32,3509,,986,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2210,2210,8847-GEOOQ,1,United States,California,Fontana,92337,"34.049671, -117.468896",-117.468896000000001,34.049670999999996,34.049670999999996,-117.468896000000001,Male,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.200000000000003,3582.400000000000091,No,0,76,5359,,561,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
2211,2211,4785-FCIFB,1,United States,California,Forest Falls,92339,"34.067699, -116.903891",-116.903891000000002,34.067698999999998,34.067698999999998,-116.903891000000002,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.399999999999999,1417.900000000000091,No,0,23,4900,,1429,33761.177074348073802,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2212,2212,8313-NDOIA,1,United States,California,Green Valley Lake,92341,"34.244411, -117.072654",-117.072654000000000,34.244410999999999,34.244410999999999,-117.072654000000000,Female,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.150000000000006,2494.650000000000091,No,0,61,5813,,988,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
2213,2213,5149-CUZUJ,1,United States,California,Helendale,92342,"34.757783, -117.33997",-117.339969999999994,34.757783000000003,34.757783000000003,-117.339969999999994,Male,No,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.900000000000006,2768.349999999999909,No,0,51,2037,,992,42186.401266051601851,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2214,2214,0942-KOWSM,1,United States,California,Hesperia,92345,"34.361387, -117.337509",-117.337508999999997,34.361387000000001,34.361387000000001,-117.337508999999997,Female,No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.799999999999997,2369.300000000000182,No,0,46,4274,,111,43814.719621865639056,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2215,2215,4237-CLSMM,1,United States,California,Highland,92346,"34.129677, -117.154277",-117.154276999999993,34.129677000000001,34.129677000000001,-117.154276999999993,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.000000000000000,38.000000000000000,No,0,77,4823,,1422,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2216,2216,1452-VOQCH,1,United States,California,Hinkley,92347,"34.983808, -117.239306",-117.239305999999999,34.983808000000003,34.983808000000003,-117.239305999999999,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.099999999999994,75.099999999999994,No,0,28,4120,,989,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2217,2217,4719-UMSIY,1,United States,California,Lake Arrowhead,92352,"34.2565, -117.19335",-117.193349999999995,34.256500000000003,34.256500000000003,-117.193349999999995,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.649999999999999,100.900000000000006,No,0,34,2231,,558,5385.585996028186855,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2218,2218,6614-VBEGU,1,United States,California,Loma Linda,92354,"34.049315, -117.255974",-117.255973999999995,34.049315000000000,34.049315000000000,-117.255973999999995,Female,No,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.450000000000003,1614.049999999999955,No,0,35,4208,,559,8528.151081908550623,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2219,2219,1480-BKXGA,1,United States,California,Mentone,92359,"34.103578, -117.04054",-117.040539999999993,34.103577999999999,34.103577999999999,-117.040539999999993,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.049999999999997,8404.899999999999636,No,0,64,4404,,563,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2220,2220,2996-XAUVF,1,United States,California,Needles,92363,"34.711224, -114.702256",-114.702256000000006,34.711224000000001,34.711224000000001,-114.702256000000006,Male,No,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.049999999999997,2799.750000000000000,No,0,57,5055,,1411,163333.177334925683681,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2221,2221,9076-AXYIK,1,United States,California,Nipton,92364,"35.478736, -115.516984",-115.516983999999994,35.478735999999998,35.478735999999998,-115.516983999999994,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.099999999999994,6538.449999999999818,No,0,28,6270,,557,185205.475452468206640,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2222,2222,5968-XQIVE,1,United States,California,Newberry Springs,92365,"34.89326, -116.505958",-116.505958000000007,34.893259999999998,34.893259999999998,-116.505958000000007,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.700000000000003,6588.949999999999818,No,0,76,6016,,991,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
2223,2223,8896-RAZCR,1,United States,California,Oro Grande,92368,"34.647959, -117.296957",-117.296957000000006,34.647959000000000,34.647959000000000,-117.296957000000006,Female,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.899999999999999,868.100000000000023,No,0,63,2809,,992,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2224,2224,4933-IKULF,1,United States,California,Pinon Hills,92372,"34.459322, -117.629729",-117.629728999999998,34.459322000000000,34.459322000000000,-117.629728999999998,Female,Yes,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.649999999999999,330.600000000000023,No,0,40,4086,,116,28561.930808120694564,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2225,2225,1304-BCCFO,1,United States,California,Redlands,92374,"34.064073, -117.166158",-117.166157999999996,34.064073000000000,34.064073000000000,-117.166157999999996,Male,No,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.049999999999997,564.399999999999977,No,0,69,4900,,564,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
2226,2226,4104-PVRPS,1,United States,California,Rialto,92376,"34.109775, -117.378904",-117.378904000000006,34.109774999999999,34.109774999999999,-117.378904000000006,Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.600000000000001,1315.349999999999909,No,0,47,2977,,1431,18436.606005020850716,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2227,2227,3780-DDGSE,1,United States,California,Shoshone,92384,"35.924252, -116.188668",-116.188668000000007,35.924252000000003,35.924252000000003,-116.188668000000007,Male,Yes,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.049999999999997,2747.199999999999818,No,0,38,5479,,1426,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2228,2228,4431-EDMIQ,1,United States,California,Sugarloaf,92386,"34.243088, -116.830015",-116.830015000000003,34.243088000000000,34.243088000000000,-116.830015000000003,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.700000000000003,554.049999999999955,No,0,37,2950,,566,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2229,2229,0486-LGCCH,1,United States,California,Victorville,92394,"34.567058, -117.362329",-117.362329000000003,34.567058000000003,34.567058000000003,-117.362329000000003,Male,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.649999999999999,225.750000000000000,No,0,33,3372,,996,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2230,2230,4612-SSVHJ,1,United States,California,Yermo,92398,"35.013299, -116.834092",-116.834091999999998,35.013299000000004,35.013299000000004,-116.834091999999998,Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.450000000000003,1671.599999999999909,No,0,27,2416,,1428,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2231,2231,5168-MQQCA,1,United States,California,Yucaipa,92399,"34.04597, -117.011825",-117.011825000000002,34.045969999999997,34.045969999999997,-117.011825000000002,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.500000000000000,8003.800000000000182,No,0,56,6288,,1429,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2232,2232,7971-HLVXI,1,United States,California,San Bernardino,92404,"34.183286, -117.221722",-117.221722000000000,34.183286000000003,34.183286000000003,-117.221722000000000,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.500000000000000,6130.850000000000364,No,0,50,6202,,1430,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2233,2233,9094-AZPHK,1,United States,California,San Bernardino,92405,"34.142747, -117.300864",-117.300864000000004,34.142747000000000,34.142747000000000,-117.300864000000004,Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.150000000000006,1415.000000000000000,No,0,65,2565,,999,0.000000000000000,5280.000000000000000,1,33175.218421908211894,87582576.633837684988976
2234,2234,3649-JPUGY,1,United States,California,San Bernardino,92407,"34.250069, -117.393949",-117.393949000000006,34.250069000000003,34.250069000000003,-117.393949000000006,Male,No,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.599999999999994,6201.949999999999818,No,0,52,5842,,111,31436.766965959250228,5280.000000000000000,0,33175.218421908211894,87582576.633837684988976
2235,2235,4472-LVYGI,1,United States,California,San Bernardino,92408,"34.084909, -117.258107",-117.258106999999995,34.084909000000003,34.084909000000003,-117.258106999999995,Female,No,Yes,No,0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),52.549999999999997,,No,0,36,2578,,569,0.000000000000000,5280.000000000000000,2,33175.218421908211894,87582576.633837684988976
